,C0,C1,r,delta,theta,thetaG,alpha_0,alpha_1,beta_1,U_G,U_D,Gstrategy,Dstrategy,backfiring_flag,beta_0,U_pareto,U_pareto_dominates_anarchy,U_dominates_anarchy
4323,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.146046511627907,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4324,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1790697674418604,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4325,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.212093023255814,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4326,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2451162790697676,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4327,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.278139534883721,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4328,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3111627906976744,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4329,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.344186046511628,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4330,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3772093023255816,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4331,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.410232558139535,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4332,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4432558139534883,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4333,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.476279069767442,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4334,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5093023255813955,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4335,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.542325581395349,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4336,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5753488372093023,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4337,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.608372093023256,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4338,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6413953488372095,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4339,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6744186046511629,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4340,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7074418604651163,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4341,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7404651162790699,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4342,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7734883720930235,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4343,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8065116279069768,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4344,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8395348837209302,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4345,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8725581395348838,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4346,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9055813953488374,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4347,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9386046511627908,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4348,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9716279069767442,1.08,0.25,0.5,1.9716279069767442,0.006913953488371982,0.3783136289886426,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4349,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0046511627906978,1.08,0.25,0.5,2.0046511627906978,0.023425581395348782,0.33484580854515955,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4350,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0376744186046514,1.08,0.25,0.5,2.0376744186046514,0.03993720930232558,0.2891969172525688,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4351,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0706976744186045,1.08,0.25,0.5,2.0706976744186045,0.05644883720930216,0.24136695511087103,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4352,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.103720930232558,1.08,0.25,0.5,2.103720930232558,0.07296046511627896,0.19135592212006514,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4353,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1367441860465117,1.08,0.25,0.5,2.1367441860465117,0.08947209302325576,0.13916381828015134,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4354,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1697674418604653,1.08,0.25,0.5,2.1697674418604653,0.10598372093023256,0.08479064359113009,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4355,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.202790697674419,1.08,0.25,0.5,2.202790697674419,0.12249534883720936,0.028236398053001155,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.08,0,0,0
4356,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.235813953488372,1.08,0.3109988366684691,0.5609988366684691,2.235813953488372,0.1352839586682797,2.8116269068512167e-06,"$U_D=0, \beta_0=\theta_G$","constrained $\beta_1=max(\beta_0,\theta)$",0,1.080001,0,0,0
4357,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2688372093023257,1.08,0.43283161114115815,0.6828316111411581,2.2688372093023257,0.12208904661769115,2.8776734186664044e-06,"$U_D=0, \beta_0=\theta_G$","constrained $\beta_1=max(\beta_0,\theta)$",0,1.080001,0,0,0
4358,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3018604651162793,1.08,0.4775369322670436,0.7275369322670435,2.3018604651162793,0.08370974906739814,2.910142729017906e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.096789600582192,0,0,0
4359,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3348837209302324,1.08,0.4813453850186182,0.7313453850186182,2.3348837209302324,0.0420974210950682,2.9253765398973286e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.122195950892996,0,0,0
4360,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.367906976744186,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4361,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.4009302325581396,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4362,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.4339534883720932,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4363,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.466976744186047,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4364,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.5,1.08,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4365,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.095,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4366,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.128452380952381,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4367,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1619047619047618,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4368,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1953571428571428,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4369,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2288095238095238,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4370,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2622619047619048,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4371,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2957142857142858,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4372,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3291666666666666,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4373,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3626190476190476,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4374,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3960714285714286,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4375,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4295238095238094,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4376,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4629761904761904,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4377,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4964285714285714,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4378,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5298809523809525,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4379,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5633333333333335,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4380,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5967857142857143,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4381,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6302380952380953,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4382,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6636904761904763,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4383,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.697142857142857,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4384,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.730595238095238,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4385,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.764047619047619,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4386,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7975,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4387,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.830952380952381,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4388,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.864404761904762,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4389,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.897857142857143,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4390,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.931309523809524,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4391,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9647619047619047,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4392,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9982142857142857,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4393,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0316666666666667,1.095,0.25,0.5,2.0316666666666667,0.0043083333333333584,0.3259888888888888,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4394,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0651190476190475,1.095,0.25,0.5,2.0651190476190475,0.021034523809523753,0.2789285572562359,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4395,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0985714285714288,1.095,0.25,0.5,2.0985714285714288,0.03776071428571437,0.22963010204081602,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4396,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1320238095238095,1.095,0.25,0.5,2.1320238095238095,0.054486904761904764,0.1780935232426304,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4397,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1654761904761903,1.095,0.25,0.5,2.1654761904761903,0.07121309523809516,0.12431882086167811,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4398,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1989285714285716,1.095,0.25,0.5,2.1989285714285716,0.08793928571428578,0.06830599489795897,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4399,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.232380952380953,1.095,0.25,0.5,2.232380952380953,0.10466547619047639,0.010055045351473169,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.095,0,0,0
4400,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.265833333333333,1.095,0.350869055555555,0.6008690555555549,2.265833333333333,0.11121491029699726,2.8416656665530837e-06,"$U_D=0, \beta_0=\theta_G$","constrained $\beta_1=max(\beta_0,\theta)$",0,1.095001,0,0,0
4401,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2992857142857144,1.095,0.47632344897959095,0.7263234489795909,2.2992857142857144,0.08689336358384003,2.908570427839763e-06,"$U_D=0, \beta_0=\theta_G$","constrained $\beta_1=max(\beta_0,\theta)$",0,1.095001,0,0,0
4402,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3327380952380956,1.095,0.48109874825210774,0.7310987482521077,2.3327380952380956,0.044844459511882206,2.9243899926090222e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1205435987338799,0,0,0
4403,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.366190476190476,1.095,0.484931415234493,0.734931415234493,2.366190476190476,0.0013285189109086826,2.939720660455336e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1463306457214897,0,0,0
4404,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.399642857142857,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4405,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.4330952380952384,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4406,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.466547619047619,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4407,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.5,1.095,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4408,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1099999999999999,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4409,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.143095238095238,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4410,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.176190476190476,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4411,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.209285714285714,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4412,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2423809523809524,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4413,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2754761904761904,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4414,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3085714285714285,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4415,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3416666666666666,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4416,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3747619047619046,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4417,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.407857142857143,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4418,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.440952380952381,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4419,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.474047619047619,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4420,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5071428571428571,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4421,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5402380952380952,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4422,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5733333333333333,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4423,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6064285714285713,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4424,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6395238095238094,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4425,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6726190476190474,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4426,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7057142857142857,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4427,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7388095238095238,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4428,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7719047619047619,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4429,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8050000000000002,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4430,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8380952380952382,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4431,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8711904761904763,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4432,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9042857142857144,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4433,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9373809523809524,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4434,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9704761904761905,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4435,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0035714285714286,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4436,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0366666666666666,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4437,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0697619047619047,1.1099999999999999,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,0,-0.1,0,0,0
4438,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1028571428571428,1.1099999999999999,0.25,0.5,2.1028571428571428,0.006828571428571628,0.25316326530612243,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1099999999999999,0,0,0
4439,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1359523809523813,1.1099999999999999,0.25,0.5,2.1359523809523813,0.023376190476190883,0.20289790249433026,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1099999999999999,0,0,0
4440,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1690476190476193,1.1099999999999999,0.25,0.5,2.1690476190476193,0.03992380952380992,0.15044195011337802,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1099999999999999,0,0,0
4441,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2021428571428574,1.1099999999999999,0.25,0.5,2.2021428571428574,0.05647142857142895,0.0957954081632646,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1099999999999999,0,0,0
4442,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2352380952380955,1.1099999999999999,0.25,0.5,2.2352380952380955,0.07301904761904798,0.03895827664399021,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1099999999999999,0,0,0
4443,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2683333333333335,1.1099999999999999,0.29013988888888936,0.5401398888888893,2.2683333333333335,0.08795323598565497,2.8166656660388867e-06,"$U_D=0, \beta_0=\theta_G$","constrained $\beta_1=max(\beta_0,\theta)$",0,1.1100009999999998,0,0,0
